Id_ARTICOLO              ;AAR_DESCRIZ                                       ;AAR_DESCRIZAGG                                    ;AAR_ART_TIPO        ;AAR_COD_MADRE        ;AAR_COD_RADICE       ;AAR_ID_UM                ;AAR_LISVEN01;AAR_LISVEN02;AAR_LISVEN03;AAR_LISVEN04;AAR_LISACQO1;AAR_ID_CLIFOR            ;AAR_LISACQO2;AAR_ID_CLIFOR_2         ;emptyColumn
ACAMKIVE L               ;CAMICE KIPARIS VERDE COT. 100%                    ;                                                  ;ART-CODICE          ;ACAMKIVE             ;ACAMKI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMKIVE M               ;CAMICE KIPARIS VERDE COT. 100%                    ;                                                  ;ART-CODICE          ;ACAMKIVE             ;ACAMKI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMKIVE S               ;CAMICE KIPARIS VERDE COT. 100%                    ;                                                  ;ART-CODICE          ;ACAMKIVE             ;ACAMKI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMKIVELL               ;CAMICE KIPARIS VERDE COT. 100%                    ;                                                  ;ART-CODICE          ;ACAMKIVE             ;ACAMKI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMKIVEXL               ;CAMICE KIPARIS VERDE COT. 100%                    ;                                                  ;ART-CODICE          ;ACAMKIVE             ;ACAMKI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMKIVEXX               ;CAMICE KIPARIS VERDE COT. 100%                    ;                                                  ;ART-CODICE          ;ACAMKIVE             ;ACAMKI               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMP2                   ;CAMICE TERITAL 160 GR                             ;GR 160 X MTQ                                      ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMP2BI                 ;CAMICE TERITAL BIANCO 130 GR 65%POL.-35%COT.      ;                                                  ;ART-MADRE           ;                     ;                     ;NR                       ;6,14;6,38;            ;5,9;            ;0;            ;0;
ACAMP2BI L               ;CAMICE TERITAL BIANCO 130 GR 65%POL.-35%COT.      ;                                                  ;ART-CODICE          ;ACAMP2BI             ;ACAMP2               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMP2BI M               ;CAMICE TERITAL BIANCO 130 GR 65%POL.-35%COT.      ;                                                  ;ART-CODICE          ;ACAMP2BI             ;ACAMP2               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMP2BI S               ;CAMICE TERITAL BIANCO 130 GR 65%POL.-35%COT.      ;                                                  ;ART-CODICE          ;ACAMP2BI             ;ACAMP2               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMP2BIXL               ;CAMICE TERITAL BIANCO 130 GR 65%POL.-35%COT.      ;                                                  ;ART-CODICE          ;ACAMP2BI             ;ACAMP2               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMP2BIXS               ;CAMICE TERITAL BIANCO 130 GR 65%POL.-35%COT.      ;                                                  ;ART-CODICE          ;ACAMP2BI             ;ACAMP2               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMP2BIXX               ;CAMICE TERITAL BIANCO 130 GR 65%POL.-35%COT.      ;                                                  ;ART-CODICE          ;ACAMP2BI             ;ACAMP2               ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
ACAMPA                   ;CAMICE 200 GR  COT. 100%                          ;GR 200X MTQ                                       ;ART-RADICE          ;                     ;                     ;NR                       ;            ;            ;            ;            ;            ;0;            ;0;
